Name,Address,Phone,Website,Rating,Pricing,Description,Tags,Images
 Broken Plate Greek Restaurant YYC,"10816 Macleod Trail SE #590, Calgary, AB T2J 5N8",(403) 225-9650,https://www.opentable.ca/r/broken-plate-greek-restaurant-yyc-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.7,0.5,"Excellent dining experience, we have been here before and will definitely come back again and again. It's consistently good, we've never been disappointed! A+!","Greek,Calgary","['https://s2.qwant.com/thumbr/474x296/d/3/7d5a158cdd3b00c653a7f479059ff762bf967b13665c990ebb707c9e4af0f9/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Yst7n6NzVgAJIGZoW4oRcwHaEo%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x237/9/b/fa8a256ffb0c967d42a527fe1218f77158df57a74b6dca77c6f7c34d492611/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.q2tVP8plArDafQn2dkLOPQHaDt%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/c/8/b58c88f1521412f24d1a917f7566984642102d2038e9ed378ef3b5220648fd/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.0PsBgezxZ2IaZ0TXnQkpGwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 CattleBaron Steakhouse & Bar - South,"CattleBaron Steakhouse SE - Sundance Calgary, AB",,https://www.opentable.ca/r/cattlebaron-steakhouse-and-bar-south-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.75,Always a consistent dinning experience. But the cost keeps on rising which stings a bit.,"Steakhouse,Calgary","['https://s2.qwant.com/thumbr/474x266/5/8/a7123f8587abe2716f5021d7b291988c82ed56a5d5b3a16238e8c3435e92e6/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.qPEbGJ_nYhPvCzY9sTawIAHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/c/7/0fe4ea9abcce66b4e613650fced3dc3d902024eeddc33e8066be1a1c2d5c62/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.P9qKRzh78VzIJ5oo-DdMZgHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x237/9/9/ddd51edbe8d255ee8589d7ce68ed3aec27aad976ffd4161ced6bc96fa028f1/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Gapg9BKu4mhAWJI0RmsabwHaDt%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Vin Room - West,"8561 8A Ave SW, Calgary, AB T3H 0V5",(587) 353-8812,https://www.opentable.ca/vin-room-west?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.2,0.5,Amazing dining experience. We sat on the patio and it was lovely. Great service and amazing food. Chef popped out to chat which was also so nice.,"Tapas,Small,Plates,Aspen,Strathcona,West,Springs","['https://s1.qwant.com/thumbr/474x474/2/9/f1841cb3dced9c48ed4b1bfbc762adffaf68c97038145a521a387fbf969120/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Rt3_LMTtTYM_ED8kRQ7zLQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/208x208/4/7/905a10dd0a12c8456fd71fb7447f70b7538b17404132e4554de281ae69be97/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.iyVY4hPGKwYtbjXTBupBhwAAAA%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/c/2/3dc4414f167ad57b393771793a223902b7179417c4fa9731b1481f29460a61/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.syawLjxbB67uP74jtDoG4wHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Starbelly OPEN KITCHEN + LOUNGE - Calgary,"19489 Seton Crescent SE #220, Calgary, AB T3M 1T4",(403) 570-0133,https://www.opentable.ca/r/starbelly-open-kitchen-and-lounge-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.2,0.75,Excellent service and delicious meal!,"Canadian,Calgary","['https://s2.qwant.com/thumbr/474x474/5/c/fe5f9f125ae3a0b3b5d103864903fa050abbdabeb243923e12c3a8fe9c7427/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.E7dh1VOLSNcYT_gXBJC8OgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/f/e/c6a8d28856526606c21b89e1d296c42729e8bd3981ff2d990958710ac15db8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.-htjQGWl-dMEYHuRzwkDsQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/320x320/2/b/e8f8d468ff2a842a9f30d594be9c3c59af0dd1c48e2ea1922f224202fb0115/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.Vx6NJnXXh1FRyhPzx7ZIIwAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - Harvest Hills,"9650 Harvest Hills Blvd N, Calgary, AB T3K 0B3",(403) 452-5636,https://www.opentable.ca/r/the-canadian-brewhouse-harvest-hills-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.3,0.5,They are very accommodating and never had issues at this location,"Sports,Bar,Calgary","['https://s2.qwant.com/thumbr/474x355/f/0/15a7211722c4b9020179d5467aeb7dd11f5bf7c7e9baa5326e9b3e84f6ed25/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.RDYOlsjwAdMcy4r48hzv3wHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/1/7/9509d6afbea372bba69b7a6b8545bcfe72a41faf932efb846f7385c47156b8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.PUbxNNTVnWsabSIZYW2T2AHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/348x348/5/c/12e69114cf5488a9c16fa109ab07897436045c78194a6a476c8b9973dcb7b4/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.DWZNDqUoCjH1Al7Z_QagdgAAAA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 CattleBaron Steakhouse & Bar - Royal Oak,"CattleBaron Steakhouse SE - Sundance Calgary, AB",,https://www.opentable.ca/r/cattlebaron-steakhouse-and-bar-royal-oak-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.0,0.75,"Attentive reception, large and spacious layout, perfect table service and amazing food. Great for a working lunch.","Steakhouse,Calgary","['https://s2.qwant.com/thumbr/474x266/5/8/a7123f8587abe2716f5021d7b291988c82ed56a5d5b3a16238e8c3435e92e6/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.qPEbGJ_nYhPvCzY9sTawIAHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/c/7/0fe4ea9abcce66b4e613650fced3dc3d902024eeddc33e8066be1a1c2d5c62/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.P9qKRzh78VzIJ5oo-DdMZgHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x237/9/9/ddd51edbe8d255ee8589d7ce68ed3aec27aad976ffd4161ced6bc96fa028f1/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.Gapg9BKu4mhAWJI0RmsabwHaDt%26pid%3DApi&q=0&b=1&p=0&a=0']"
 YAKIMA Social Kitchen + Bar,"2008 Airport Rd NE, Calgary, AB T2E 3B9",(587) 232-0538,https://www.opentable.ca/r/yakima-social-kitchen-and-bar-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.4,0.75,"It was a very quiet late Monday morning when we had our brunch. Unfortunately, the all-day menu was not available so we were limited mostly to egg-y choices. 

That said, both plates were generous and well-presented. The avocado-mozzarella-egg combo was especially tasty. The fruit bowl was ample with no cheap contents. Berries and melons!  Very fresh.

Service was friendly and enthusiastic if a little less than professional. So many newbies waiting tables today. But our server was sweet and eager to please.","Canadian,Calgary","['https://s2.qwant.com/thumbr/474x474/4/4/ec80e1a4d2f3ff4a2f70a07f709763c12cbf0f1d96b94b9f0ade6d5ffa7bbd/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.I4AsEuzR4lzenFFVrRlvPgHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/a/b/0e990d19529fda06aedbb7834114f6d774980c373148d54c9a06406c2572c7/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.HP27XV7XmwnEYT2Zc6GXmwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/d/7/d2f9002f82d1adb2b7284a6707c359a454d748dd9393e4abb4afe094b23019/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.mgz71WEBPECs7-zf01aIngHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Calavera Cantina,"4307 130 Ave SE #180, Calgary, AB T2Z 3V8",(403) 719-8226,https://www.opentable.ca/r/calavera-cantina-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.4,0.5,"Love it here, especially tacos on Tuesday. Friendly servers, great vibe.","Latin,American,Calgary","['https://s2.qwant.com/thumbr/474x316/d/8/fbbe4704a492c62682e22a2deb40c0584973038ac565d37942c8ef5b65a03d/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.9_-yHmSj0vB4OOCWURH1-gHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x500/0/e/49fd3c66c72d29377d8c3f85b82e1a1bed6dd1ca5714491473a31e0abebc3d/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.k76rXndyFYT2dhxksq_YJQHaH0%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x244/e/a/fd982670ffc172b00d80c80b85bf46836288bcf7c7edc7e47f1f08da6330f3/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.lgeg8QIvUkI2_3jU0ky40QHaD0%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Moxies - Shawnessy - Test Kitchen,"41 Shawville Blvd SE, Calgary, AB T2Y 3P3",(403) 254-5100,https://www.opentable.ca/r/moxies-shawnessy-test-kitchen-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.9,0.5,Our server Alex was terrific. He offered some great selections for both food and wine and everything he suggested we really enjoyed. We hope to have him as our server again. Thanks Alex! You did an awesome job.ðð,"Contemporary,American,Calgary","['https://s2.qwant.com/thumbr/474x474/e/c/50b9ac5b838b41852ac52ee0b1e07f9fa58d4e652e8620258c4ce53c93958e/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.aX2AgqgiVT084bZz9v6GogHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x174/2/8/5bcaecc37e2321e133fafdae6be8fea7904314e4c28b0d23660fb4deae8dab/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.JURO4BoDlZeC-2SpOwndigHaCu%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x248/9/f/46509ce89b3f3168e2200cdc32f15dcf5e43d2caa4fd6942f88fcb4d5ea4f3/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.d8FGdE4aR2Kp0h7IeSgQNgHaD4%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Indian Accent - Kitchen and Bar,"3126-288 St Moritz Dr SW, Calgary, AB T3H 0Z1",(403) 455-0552,https://www.opentable.ca/r/indian-accent-kitchen-and-bar-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.5,0.5,Best food and service... Great variety and such diverse tastes...,"Indian,Calgary","['https://s1.qwant.com/thumbr/474x474/9/7/363bede6487cfb6bac1023980da9f6c5ee910d717b61c01c9a71336fbdb90e/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.tZ0BnHCHm8hpdTG11Vt7fAHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/f/8/e5cfeee0b655795115d75e5b1c90972d2e1e8cf6d401ca3e95adfc771f9d13/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.Eg3_r9fcvrsn18JwP3BdiQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x316/f/e/68afe12bcf82163fd9ff11843c92550cc12a7f87c6ef2aceffbe2604f33fff/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.TOS1ZFaMVNZ0IXn4_FPYRQHaE8%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - Calgary - Mahogany,"7 Mahogany Plaza SE, Calgary, AB T3M 2P8",(587) 333-4330,https://www.opentable.ca/r/the-canadian-brewhouse-calgary-mahogany-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.8,0.5,"This is a good place to eat with friends, especially friends who are into sports. The ambience, food and service are all enjoyable.","Sports,Bar,Calgary","['https://s2.qwant.com/thumbr/474x355/d/9/b804a7ca4d95d0092875196045c2ae8c5159bd5b6cf034fafe8020b6913f2d/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.3Yfe0yRTVpTmIGpccYRWqwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x316/b/a/b1c863cbde963dec50f2861e3de5529d5ee72015efcf288599651d6cb512fd/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.jd8kb_lHifoeqVjppJYSRAHaE8%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x631/b/8/57f4453a59c6f46ba2f416f66b8726403f7d2555b0eb435479b45d7052918e/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.F004WzGDOtJRycY3BmqUewHaJ3%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - Township,"80 Longview Common SE, Calgary, AB T2X 4S7",(587) 943-3940,https://www.opentable.ca/r/the-canadian-brewhouse-township-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.5,0.5,"Love the place, food and other customer services.","Sports,Bar,Calgary","['https://s2.qwant.com/thumbr/474x315/7/2/851c99c6d0b7852430496031a846820657bd53e9acc3ed0592140ff5656bec/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.W05vXPXmpVUJeqShlajqRAHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x266/5/f/63eeaa92f9832ea2181a6deb41df7680a84d001e17eaeb921cef135c830a96/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.UW3w82FhNcSuqyYrVPO5uwHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x632/3/9/55c6202c962f5285755c8a73a8f8c837f7bcde1aa4baed891dd51cd50a6357/th.jpg?u=https%3A%2F%2Ftse1.explicit.bing.net%2Fth%3Fid%3DOIP.zLtNLKNrSTAmsrsPPC9gEAHaJ4%26pid%3DApi&q=0&b=1&p=0&a=0']"
 State & Main Kitchen + Bar - Mahogany,,,https://www.opentable.ca/r/state-and-main-kitchen-and-bar-mahogany-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.1,0.5,"Our server Lisa was a delight. She was friendly, knowledgeable and prompt without being overbearing.","American,Calgary","['https://s1.qwant.com/thumbr/474x284/3/8/387cba4a55f946965dcd49359f69d031beb047aee7a6ce7508c65a23f8cb42/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.f3yHgpvuJeL5cTUnoktR5gHaEc%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/b/8/add58695b4d765f1bb4a13a40363f9922fda92d27315981734e204e0633620/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.9bJ9dNNeupOnqp0f5WxMbgHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x437/2/3/0d6529f5c64f5898f578619f3ca544541a0489a738feb8bc46880bbee5881e/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.hCGoZ3SV_OXuNiDLCiPTwAHaG1%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Montana's BBQ & Bar - Shepard Centre,,,https://www.opentable.ca/r/montanas-bbq-and-bar-sunridge-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.0,0.5,"Had dinner with friends prior to their move across the country. Went for wing night on Monday and the food did not disappoint- huge wings, tasty sauce and an overall attentive server who kept the drinks and napkins coming!","Unspecified,Glenmore,Court","['https://s1.qwant.com/thumbr/474x355/8/d/df3dfb10d9af3615a0ddbe910a3854b9b1bafd835cb71f342c6ac0e0f4e0ab/th.jpg?u=https%3A%2F%2Ftse2.explicit.bing.net%2Fth%3Fid%3DOIP.xvi3moBzUw36yeRiTW1nUwHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x315/f/0/f2cfefaf65881382d797d5ba1322d3b4698390bedcf5de7c89d3dfada7ecde/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.a19eZnXmFR9wTKV3A2MlIwHaE7%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/4/c/85dbe27f82cf02d2ddd1f53fbe1049ff3c3f25d3d9f263434ec0ce4cd7cac8/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.Ob1_fRUmgADzbLZDJDFVuwHaHa%26pid%3DApi&q=0&b=1&p=0&a=0']"
 The Canadian Brewhouse - Chestermere,,(587) 535-4054,https://www.opentable.ca/r/the-canadian-brewhouse-chestermere?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.6,0.5,Food was great. Had a fair number of  gluten free options to choose from.    Service was fantastic. Very friendly and cheerful.,"Sports,Bar,Chestermere","['https://s2.qwant.com/thumbr/474x266/5/f/63eeaa92f9832ea2181a6deb41df7680a84d001e17eaeb921cef135c830a96/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.UW3w82FhNcSuqyYrVPO5uwHaEK%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x474/7/c/008e3b705836f14d56d60f84442eb3e5673918f6992ad81fb3d0b14e8be5fb/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.e7hJBxeX66R36DolmsyIXQHaHa%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x256/2/8/9f328f7c14cc458293ee994c7c35a2b2466c70dc8f55330dd03f730875c687/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.QFXVEZgtpi2JA13NZzD_xgHaEA%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Heartland Cafe,,(403) 995-4623,https://www.opentable.ca/r/heartland-cafe-okotoks?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,2.0,0.75,Always enjoy the best food in town! Service is also exemplary. Kudos to the management of this fine locally owned establishment.,"Modern,European,Okotoks","['https://s2.qwant.com/thumbr/474x634/f/b/14345ec287870a73d396016853b7a381a2ec913503b6db4909f4866ddaec9f/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.dDrbffeou52m77Es3SMaAwHaJ6%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x360/a/1/d9be68d23fe271d167ea4579e1fae46011841e07bcda24bb45fc1f2b53c17b/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.aokM8I5NlOxDG1C8H7arAwHaFo%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x355/e/8/775a6ffd20efbc664f9c332e60a78671cb2a9842ec19b672c0e26a28e4f28c/th.jpg?u=https%3A%2F%2Ftse1.mm.bing.net%2Fth%3Fid%3DOIP.uT_mSVLVSVLfviFytT1LngHaFj%26pid%3DApi&q=0&b=1&p=0&a=0']"
 Milestones Grill + Bar - CrossIron Mills,,(587) 755-5742,https://www.opentable.ca/r/milestones-grill-and-bar-crossiron-mills-rocky-view-county?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,3.6,0.5,The server was not too sure which one is salmon and sea bass when she brought our order.,"Global,International,Rocky,View,County","['https://s2.qwant.com/thumbr/190x106/5/b/3a9053aa590cfd8cede4aed46f5ca516be7560d36cb4d318701178a274aa4e/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.p5_7VvB9WfsjjpIHkXvfeAC-Bq%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s2.qwant.com/thumbr/474x264/6/a/dc54da6201578b976b34cdb1f15e6f3801acbf14aa2d8b741c303efd8b9a90/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.TTw3Nv0_ozUKiAIRJGY0LAHaEI%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/190x107/9/1/2d7d8e595406a10caf92c0c91f87db997d312aa1dfe89ecab1dcf243459310/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.87E3I7Aod94Pej5B0Ta1ZgC-Br%26pid%3DApi&q=0&b=1&p=0&a=0']"
 State & Main Kitchen + Bar - Nolan Hill,,,https://www.opentable.ca/r/state-and-main-kitchen-and-bar-nolan-hill-calgary?corrid=21edc283-fc00-4e6d-aabb-3872eaf46929&avt=eyJ2IjoyLCJtIjoxLCJwIjowLCJzIjowLCJuIjowfQ&p=2&sd=2022-07-23T19%3A00%3A00,4.1,0.5,Great experience with a great server,"American,Calgary","['https://s1.qwant.com/thumbr/474x284/3/8/387cba4a55f946965dcd49359f69d031beb047aee7a6ce7508c65a23f8cb42/th.jpg?u=https%3A%2F%2Ftse2.mm.bing.net%2Fth%3Fid%3DOIP.f3yHgpvuJeL5cTUnoktR5gHaEc%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x355/b/8/add58695b4d765f1bb4a13a40363f9922fda92d27315981734e204e0633620/th.jpg?u=https%3A%2F%2Ftse4.mm.bing.net%2Fth%3Fid%3DOIP.9bJ9dNNeupOnqp0f5WxMbgHaFj%26pid%3DApi&q=0&b=1&p=0&a=0', 'https://s1.qwant.com/thumbr/474x437/2/3/0d6529f5c64f5898f578619f3ca544541a0489a738feb8bc46880bbee5881e/th.jpg?u=https%3A%2F%2Ftse3.mm.bing.net%2Fth%3Fid%3DOIP.hCGoZ3SV_OXuNiDLCiPTwAHaG1%26pid%3DApi&q=0&b=1&p=0&a=0']"
